record_id,date,year_be,month,season,station_id,station_type,tambon,pH,temp_c,EC_uS_cm,DO_mg_L,BOD_mg_L,COD_mg_L,NH3_mg_L,NO3_mg_L,TP_mg_L,TCB_MPN_100mL,FCB_MPN_100mL,WQI_al_score,WQI_al_class
4748,2024-11-27,2567,11,ฤดูแล้ง,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.04,26.9,247.0,5.7,0.3,5.4,0.232,1.389,0.222,4013,1609,78.2,B (ดี)
4749,2024-12-21,2567,12,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,6.96,24.4,219.0,6.93,1.41,13.1,0.113,0.989,0.308,1407,397,85.3,A (ดีมาก)
4750,2024-09-30,2567,9,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,7.3,31.2,414.0,4.33,6.17,24.2,1.613,3.981,2.193,17181,9452,45.8,C (พอใช้)
4751,2025-06-19,2568,6,ฤดูฝน,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.01,29.2,341.0,4.26,4.35,14.0,1.695,3.4,2.452,92154,27204,45.6,C (พอใช้)
4752,2024-10-05,2567,10,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.45,28.7,388.0,7.41,3.02,20.2,0.419,2.576,1.258,11922,4294,75.7,B (ดี)
4753,2025-02-26,2568,2,ฤดูแล้ง,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.17,24.3,353.0,5.18,5.11,22.5,0.717,2.13,1.145,28102,16648,66.1,B (ดี)
4754,2024-03-14,2567,3,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.6,26.6,350.0,5.5,3.36,18.8,0.944,2.199,2.094,115701,39082,61.3,B (ดี)
4755,2025-03-28,2568,3,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.17,27.8,388.0,2.94,6.11,15.7,1.583,3.179,2.296,39457,18142,42.0,C (พอใช้)
4756,2025-01-09,2568,1,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,7.21,24.3,206.0,7.47,2.19,6.1,0.197,1.238,0.378,927,368,86.1,A (ดีมาก)
4757,2025-05-08,2568,5,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,6.49,30.0,254.0,7.36,1.81,13.5,0.171,0.608,0.486,3326,1071,87.3,A (ดีมาก)
4758,2025-03-25,2568,3,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,7.55,25.6,103.0,7.13,0.55,4.0,0.33,0.734,0.199,4811,2551,86.4,A (ดีมาก)
4759,2024-05-10,2567,5,ฤดูแล้ง,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.32,27.0,305.0,5.99,3.9,22.6,0.72,2.722,1.276,10558,3451,67.0,B (ดี)
4760,2024-02-01,2567,2,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.11,24.3,210.0,6.91,2.55,17.5,0.348,0.603,0.223,3280,671,85.6,A (ดีมาก)
4761,2024-11-27,2567,11,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.49,25.3,207.0,6.18,0.3,5.8,0.237,1.63,0.21,7181,2382,79.7,B (ดี)
4762,2024-09-07,2567,9,ฤดูฝน,BNH04,ลำห้วย (Tributary),นาแก้ว,7.62,30.6,449.0,3.57,5.74,23.6,1.631,3.315,2.317,71136,31921,43.9,C (พอใช้)
4763,2025-02-10,2568,2,ฤดูแล้ง,BNH03,ลำห้วย (Tributary),ท่าแร่,6.11,26.9,346.0,3.45,6.42,34.6,1.578,3.134,2.875,9482,2513,41.5,C (พอใช้)
4764,2025-04-14,2568,4,ฤดูแล้ง,BNH07,ลำห้วย (Tributary),งิ้วด่อน,6.9,27.2,367.0,5.37,2.39,13.0,0.826,1.943,1.118,9776,2484,67.1,B (ดี)
4765,2025-10-29,2568,10,ฤดูฝน,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.24,26.8,172.0,7.48,1.0,7.6,0.01,0.735,0.308,3043,1297,89.2,A (ดีมาก)
4766,2024-12-15,2567,12,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,7.86,26.2,237.0,6.02,1.66,4.0,0.142,1.073,0.275,3100,1784,81.0,A (ดีมาก)
4767,2025-06-01,2568,6,ฤดูฝน,BNH05,ลำห้วย (Tributary),ม่วงลาย,6.89,29.4,354.0,4.97,4.56,18.9,0.406,2.231,1.305,59441,17905,65.8,B (ดี)
4768,2025-05-16,2568,5,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.9,29.0,299.0,5.26,4.61,24.3,1.054,2.139,1.293,5532,1967,63.8,B (ดี)
4769,2024-01-27,2567,1,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,6.89,23.8,227.0,5.71,5.22,24.9,0.698,2.22,1.262,11016,2285,67.7,B (ดี)
4770,2025-05-17,2568,5,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.81,29.7,273.0,5.47,4.43,16.5,0.794,2.402,1.299,19340,5781,65.3,B (ดี)
4771,2025-07-06,2568,7,ฤดูฝน,BNH04,ลำห้วย (Tributary),นาแก้ว,7.49,30.9,397.0,4.23,7.24,26.8,1.319,3.134,2.596,179223,58724,47.8,C (พอใช้)
4772,2025-12-28,2568,12,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,6.79,25.9,248.0,6.04,1.84,4.0,0.123,0.638,0.362,1445,513,82.2,A (ดีมาก)
4773,2024-02-19,2567,2,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,6.59,27.5,228.0,7.81,1.47,14.6,0.388,0.802,0.238,2468,1091,88.6,A (ดีมาก)
4774,2025-01-06,2568,1,ฤดูแล้ง,NHK05,หนองหาร (Lake),ท่าแร่,7.46,23.6,284.0,7.1,1.7,4.0,0.138,0.679,0.178,4552,2686,87.6,A (ดีมาก)
4775,2024-03-14,2567,3,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.03,27.0,197.0,5.94,1.28,10.5,0.26,1.094,0.473,2652,944,78.9,B (ดี)
4776,2024-08-11,2567,8,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.04,31.4,251.0,6.27,3.87,16.3,0.409,2.728,1.472,14089,6254,69.1,B (ดี)
4777,2025-07-19,2568,7,ฤดูฝน,NHK06,หนองหาร (Lake),บ้านแป้น,7.16,30.8,211.0,6.43,0.3,4.0,0.181,1.18,0.385,11316,3741,81.7,A (ดีมาก)
4778,2024-05-23,2567,5,ฤดูแล้ง,BNH04,ลำห้วย (Tributary),นาแก้ว,6.99,26.3,406.0,2.67,6.56,33.0,2.346,3.536,2.394,83081,36873,34.7,D (เสื่อมโทรม)
4779,2024-10-22,2567,10,ฤดูฝน,BNH04,ลำห้วย (Tributary),นาแก้ว,6.78,27.1,332.0,4.3,7.52,33.3,1.318,3.458,2.165,40321,16000,49.2,C (พอใช้)
4780,2025-06-09,2568,6,ฤดูฝน,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.36,31.5,343.0,2.59,6.72,26.8,1.478,3.226,2.178,41887,12673,41.4,C (พอใช้)
4781,2025-01-06,2568,1,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.22,24.9,275.0,3.42,7.1,36.4,1.228,4.149,1.357,6926,2996,47.6,C (พอใช้)
4782,2024-07-01,2567,7,ฤดูฝน,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.48,33.7,302.0,2.3,6.5,27.9,1.612,3.644,2.398,30861,12660,36.9,D (เสื่อมโทรม)
4783,2025-10-11,2568,10,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,7.53,28.9,194.0,8.51,1.1,11.4,0.239,0.835,0.429,3241,932,91.6,A (ดีมาก)
4784,2024-10-09,2567,10,ฤดูฝน,NHK06,หนองหาร (Lake),บ้านแป้น,7.18,28.5,163.0,7.97,1.5,8.7,0.178,1.087,0.286,6587,3388,89.4,A (ดีมาก)
4785,2024-04-02,2567,4,ฤดูแล้ง,BNH03,ลำห้วย (Tributary),ท่าแร่,6.55,26.4,370.0,3.3,7.0,33.3,1.597,3.157,2.255,30127,10738,43.7,C (พอใช้)
4786,2025-10-21,2568,10,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,7.49,27.0,202.0,7.58,0.3,4.0,0.534,0.928,0.436,2247,1013,85.4,A (ดีมาก)
4787,2025-01-10,2568,1,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,7.19,24.1,248.0,6.43,0.3,4.0,0.318,0.697,0.162,4658,1671,83.6,A (ดีมาก)
4788,2024-05-01,2567,5,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,6.44,31.0,323.0,5.29,3.82,19.5,1.019,2.091,1.107,57916,21824,65.2,B (ดี)
4789,2024-06-25,2567,6,ฤดูฝน,BNH03,ลำห้วย (Tributary),ท่าแร่,7.41,29.6,283.0,4.59,5.91,12.2,1.308,3.261,2.219,8114,1750,51.0,C (พอใช้)
4790,2024-10-16,2567,10,ฤดูฝน,NHK10,หนองหาร (Lake),งิ้วด่อน,7.32,27.3,247.0,8.03,0.66,5.1,0.414,0.673,0.492,5461,2069,88.6,A (ดีมาก)
4791,2025-06-04,2568,6,ฤดูฝน,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.06,31.5,276.0,7.0,2.96,12.5,0.87,2.189,1.219,7179,2407,72.7,B (ดี)
4792,2024-04-21,2567,4,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,6.89,26.6,197.0,4.96,2.99,12.3,1.028,2.576,1.268,3471,794,61.2,B (ดี)
4793,2025-05-05,2568,5,ฤดูแล้ง,BNH04,ลำห้วย (Tributary),นาแก้ว,6.91,29.6,321.0,3.8,8.03,28.1,1.831,3.743,2.306,43424,18298,42.4,C (พอใช้)
4794,2024-01-15,2567,1,ฤดูแล้ง,BNH04,ลำห้วย (Tributary),นาแก้ว,7.1,23.5,438.0,3.56,7.15,31.0,1.556,3.381,2.535,55576,16505,43.0,C (พอใช้)
4795,2025-02-27,2568,2,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,6.62,23.3,366.0,1.06,8.26,37.5,1.675,3.497,2.319,32551,17576,31.9,D (เสื่อมโทรม)
4796,2024-10-17,2567,10,ฤดูฝน,NHK09,หนองหาร (Lake),เหล่าปอแดง,8.05,27.5,331.0,8.32,0.3,4.0,0.01,1.2,0.336,2128,1211,91.3,A (ดีมาก)
4797,2025-10-20,2568,10,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.22,29.8,354.0,7.41,3.59,12.5,0.586,2.01,1.307,5266,2489,76.3,B (ดี)
4798,2024-07-28,2567,7,ฤดูฝน,BNH07,ลำห้วย (Tributary),งิ้วด่อน,6.6,29.8,296.0,5.4,2.33,21.9,0.52,2.364,1.079,16682,9313,67.8,B (ดี)
4799,2024-12-13,2567,12,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,6.93,26.3,289.0,7.28,0.5,4.0,0.29,0.659,0.361,3010,935,86.7,A (ดีมาก)
4800,2024-05-18,2567,5,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.56,31.8,294.0,5.64,4.07,15.7,0.614,1.994,1.1,13664,3572,69.4,B (ดี)
4801,2024-05-15,2567,5,ฤดูแล้ง,BNH03,ลำห้วย (Tributary),ท่าแร่,7.67,30.4,397.0,3.31,7.26,21.9,1.647,3.352,2.285,11693,6273,42.7,C (พอใช้)
4802,2024-04-03,2567,4,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.02,26.9,258.0,5.59,3.81,8.7,0.693,2.542,1.578,13564,7521,64.5,B (ดี)
4803,2024-05-27,2567,5,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,6.33,31.4,268.0,6.81,1.56,14.7,0.277,0.819,0.384,3569,2088,84.0,A (ดีมาก)
4804,2024-02-26,2567,2,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.41,24.4,258.0,4.93,4.14,22.2,1.263,1.82,1.265,10244,5728,62.3,B (ดี)
4805,2024-10-19,2567,10,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,6.6,28.3,222.0,7.28,0.51,11.2,0.121,0.836,0.245,2736,989,87.7,A (ดีมาก)
4806,2024-06-17,2567,6,ฤดูฝน,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.39,31.0,222.0,5.57,4.86,20.6,0.469,3.186,1.368,9465,4221,64.6,B (ดี)
4807,2025-07-28,2568,7,ฤดูฝน,BNH07,ลำห้วย (Tributary),งิ้วด่อน,6.94,32.2,266.0,7.18,2.28,4.9,0.676,2.073,1.527,15717,7048,73.5,B (ดี)
4808,2025-09-01,2568,9,ฤดูฝน,NHK10,หนองหาร (Lake),งิ้วด่อน,6.68,29.0,235.0,8.49,0.3,4.0,0.061,0.681,0.685,13425,6057,91.7,A (ดีมาก)
4809,2024-02-15,2567,2,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.26,25.8,355.0,2.95,7.47,30.4,1.892,3.604,2.395,48871,19202,38.3,D (เสื่อมโทรม)
4810,2024-09-10,2567,9,ฤดูฝน,NHK07,หนองหาร (Lake),บ้านแป้น,7.37,30.5,284.0,7.48,2.13,4.0,0.045,0.763,0.206,1630,412,89.4,A (ดีมาก)
4811,2024-08-26,2567,8,ฤดูฝน,NHK03,หนองหาร (Lake),ฮางโฮง,7.17,33.0,246.0,8.28,0.3,4.0,0.01,0.643,0.396,12680,3201,92.6,A (ดีมาก)
4812,2024-09-16,2567,9,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.02,29.3,323.0,6.17,2.85,21.4,0.504,2.012,1.057,6987,4137,72.6,B (ดี)
4813,2024-05-24,2567,5,ฤดูแล้ง,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.38,29.0,382.0,5.76,4.59,18.9,0.631,2.852,1.482,8603,3821,65.1,B (ดี)
4814,2025-08-27,2568,8,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,7.49,30.2,199.0,8.21,1.12,5.6,0.01,0.609,0.663,3102,1077,91.1,A (ดีมาก)
4815,2024-10-07,2567,10,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,6.95,27.3,288.0,5.84,3.58,5.8,0.451,2.466,1.501,7567,2590,67.6,B (ดี)
4816,2025-04-27,2568,4,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,7.03,27.0,171.0,7.36,1.36,4.0,0.288,0.798,0.196,2967,1107,87.4,A (ดีมาก)
4817,2024-03-16,2567,3,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,6.61,28.2,260.0,6.07,1.73,12.8,0.2,1.347,1.237,3456,1980,75.2,B (ดี)
4818,2025-02-12,2568,2,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,7.24,24.5,245.0,8.03,0.58,7.4,0.161,0.716,0.604,2449,1393,89.4,A (ดีมาก)
4819,2025-08-22,2568,8,ฤดูฝน,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.19,29.7,349.0,6.53,2.38,11.7,0.451,2.371,2.059,12255,5217,68.2,B (ดี)
4820,2024-04-19,2567,4,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.05,27.7,391.0,2.7,7.15,35.7,1.758,3.196,2.17,64579,37727,40.5,C (พอใช้)
4821,2025-05-06,2568,5,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,6.64,31.2,394.0,4.39,7.79,33.6,1.504,3.621,2.695,17619,10040,45.4,C (พอใช้)
4822,2024-06-09,2567,6,ฤดูฝน,NHK07,หนองหาร (Lake),บ้านแป้น,6.86,31.8,180.0,7.71,0.3,6.2,0.253,1.978,0.207,3592,1924,85.2,A (ดีมาก)
4823,2024-04-13,2567,4,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,6.76,28.2,256.0,6.7,2.16,17.9,0.225,0.676,0.178,2658,581,85.3,A (ดีมาก)
4824,2025-05-04,2568,5,ฤดูแล้ง,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.43,27.7,215.0,6.98,3.68,15.8,0.538,0.624,0.582,2892,823,83.0,A (ดีมาก)
4825,2024-06-21,2567,6,ฤดูฝน,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.06,32.3,358.0,4.73,5.63,23.2,1.369,3.111,2.398,56243,32154,50.8,C (พอใช้)
4826,2024-12-01,2567,12,ฤดูแล้ง,NHK09,หนองหาร (Lake),เหล่าปอแดง,7.08,26.6,279.0,5.41,0.85,7.8,0.12,2.3,0.17,1707,429,74.9,B (ดี)
4827,2025-06-18,2568,6,ฤดูฝน,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.5,32.7,233.0,8.07,2.64,5.6,0.01,1.198,0.426,2394,672,89.7,A (ดีมาก)
4828,2024-04-24,2567,4,ฤดูแล้ง,NHK01,หนองหาร (Lake),เมืองสกลนคร,6.61,26.7,237.0,7.55,2.76,4.0,0.125,0.816,0.477,2868,1104,87.8,A (ดีมาก)
4829,2024-10-18,2567,10,ฤดูฝน,BNH07,ลำห้วย (Tributary),งิ้วด่อน,8.08,29.4,315.0,5.36,5.29,26.2,0.516,1.905,1.19,13984,8174,68.6,B (ดี)
4830,2024-09-05,2567,9,ฤดูฝน,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,6.91,29.8,293.0,6.05,2.26,5.2,0.446,2.324,1.399,13968,7182,69.6,B (ดี)
4831,2024-03-30,2567,3,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,7.37,25.5,268.0,7.77,2.5,12.3,0.116,1.207,0.47,1320,593,87.5,A (ดีมาก)
4832,2024-12-29,2567,12,ฤดูแล้ง,NHK01,หนองหาร (Lake),เมืองสกลนคร,6.95,24.5,195.0,8.0,0.3,8.2,0.173,2.83,0.234,2969,880,84.0,A (ดีมาก)
4833,2025-11-08,2568,11,ฤดูแล้ง,NHK02,หนองหาร (Lake),ธาตุนาเวง,7.26,29.1,195.0,5.09,5.13,20.6,1.311,1.824,1.446,20638,6939,61.8,B (ดี)
4834,2025-12-19,2568,12,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.51,26.4,319.0,2.46,7.25,30.9,1.595,3.551,2.269,45242,16611,38.6,D (เสื่อมโทรม)
4835,2025-01-11,2568,1,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.51,24.1,289.0,5.19,4.79,20.2,0.667,2.254,1.682,6557,2071,63.3,B (ดี)
4836,2024-07-04,2567,7,ฤดูฝน,NHK01,หนองหาร (Lake),เมืองสกลนคร,6.77,32.1,196.0,6.37,0.68,5.9,0.201,1.322,0.52,9271,3867,80.2,A (ดีมาก)
4837,2025-07-11,2568,7,ฤดูฝน,NHK01,หนองหาร (Lake),เมืองสกลนคร,7.8,30.1,229.0,7.38,1.92,5.3,0.01,0.768,0.539,6799,4035,87.5,A (ดีมาก)
4838,2024-09-17,2567,9,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,6.64,29.2,331.0,6.44,3.0,11.6,0.497,2.04,1.254,9653,3245,72.7,B (ดี)
4839,2025-06-20,2568,6,ฤดูฝน,NHK03,หนองหาร (Lake),ฮางโฮง,7.46,29.3,245.0,7.66,0.95,5.8,0.066,0.672,0.279,1986,630,90.0,A (ดีมาก)
4840,2024-08-29,2567,8,ฤดูฝน,NHK09,หนองหาร (Lake),เหล่าปอแดง,6.65,31.2,215.0,8.22,0.87,18.1,0.01,1.388,0.168,4989,1538,91.0,A (ดีมาก)
4841,2025-10-05,2568,10,ฤดูฝน,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,7.23,27.4,398.0,4.35,5.59,14.6,1.549,3.28,2.289,52333,29117,48.1,C (พอใช้)
4842,2024-01-08,2567,1,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.64,26.4,259.0,4.54,4.74,32.2,0.768,2.057,1.182,46773,19246,63.0,B (ดี)
4843,2025-11-21,2568,11,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,7.66,27.4,323.0,3.18,4.7,19.1,2.107,3.264,2.476,42718,14189,38.8,D (เสื่อมโทรม)
4844,2025-11-05,2568,11,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,7.07,26.4,215.0,5.1,2.78,7.6,0.436,0.697,0.229,3569,1068,76.7,B (ดี)
4845,2025-04-15,2568,4,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,7.6,27.6,265.0,5.84,0.91,13.0,0.147,1.398,0.286,9881,3417,79.0,B (ดี)
4846,2025-02-28,2568,2,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.04,23.5,300.0,5.82,2.8,21.3,0.641,2.037,1.062,12554,3918,70.1,B (ดี)
4847,2025-11-07,2568,11,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,6.56,27.4,193.0,7.04,0.74,4.0,0.28,0.724,0.237,7840,2777,86.1,A (ดีมาก)
4848,2025-08-16,2568,8,ฤดูฝน,NHK08,หนองหาร (Lake),นาตงวัฒนา,7.06,31.5,199.0,7.38,0.46,4.0,0.015,1.237,0.271,5360,2985,87.2,A (ดีมาก)
4849,2025-06-01,2568,6,ฤดูฝน,NHK07,หนองหาร (Lake),บ้านแป้น,6.96,30.7,175.0,7.91,1.96,12.9,0.01,0.833,0.238,8942,1983,91.1,A (ดีมาก)
4850,2024-04-21,2567,4,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.07,28.7,209.0,6.92,1.46,8.2,0.273,0.86,0.173,3018,625,85.5,A (ดีมาก)
4851,2025-03-01,2568,3,ฤดูแล้ง,NHK04,หนองหาร (Lake),เชียงเครือ,6.68,27.9,177.0,6.1,2.11,4.0,0.104,1.418,0.2,7828,3241,80.8,A (ดีมาก)
4852,2025-08-15,2568,8,ฤดูฝน,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.26,31.1,344.0,4.86,3.98,13.7,0.42,2.091,1.098,17150,5442,66.7,B (ดี)
4853,2025-08-22,2568,8,ฤดูฝน,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.76,30.1,322.0,6.18,3.46,14.6,0.574,1.971,1.121,9764,5045,72.0,B (ดี)
4854,2024-10-13,2567,10,ฤดูฝน,NHK07,หนองหาร (Lake),บ้านแป้น,6.92,26.9,160.0,8.41,1.22,11.8,0.01,1.239,0.527,3421,918,90.5,A (ดีมาก)
4855,2024-02-04,2567,2,ฤดูแล้ง,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.4,26.5,345.0,6.37,1.59,4.3,0.681,2.583,1.756,6801,1774,67.1,B (ดี)
4856,2025-07-17,2568,7,ฤดูฝน,NHK04,หนองหาร (Lake),เชียงเครือ,7.47,32.4,216.0,7.52,1.06,5.8,0.653,0.743,0.487,1288,646,84.8,A (ดีมาก)
4857,2025-01-02,2568,1,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.11,23.4,304.0,5.2,4.26,15.7,0.767,2.112,1.455,10566,5344,64.4,B (ดี)
4858,2025-04-17,2568,4,ฤดูแล้ง,NHK07,หนองหาร (Lake),บ้านแป้น,7.15,28.1,256.0,6.67,2.77,18.2,0.128,1.209,0.267,445,120,83.5,A (ดีมาก)
4859,2024-08-26,2567,8,ฤดูฝน,NHK03,หนองหาร (Lake),ฮางโฮง,7.51,29.4,212.0,8.66,1.97,16.6,0.033,0.635,0.281,3904,1578,94.8,A (ดีมาก)
4860,2024-08-23,2567,8,ฤดูฝน,NHK05,หนองหาร (Lake),ท่าแร่,7.42,32.5,312.0,7.02,0.3,4.0,0.065,0.998,0.404,6931,3573,85.5,A (ดีมาก)
4861,2024-06-12,2567,6,ฤดูฝน,NHK06,หนองหาร (Lake),บ้านแป้น,7.11,27.9,220.0,9.03,0.3,4.0,0.011,0.606,0.239,2050,791,96.8,A (ดีมาก)
4862,2025-12-08,2568,12,ฤดูแล้ง,BNH04,ลำห้วย (Tributary),นาแก้ว,7.11,26.0,380.0,2.94,6.84,30.7,1.626,3.148,2.465,15118,5216,40.9,C (พอใช้)
4863,2024-01-30,2567,1,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.39,25.5,258.0,3.76,4.07,23.2,0.829,2.042,1.09,42563,15419,59.7,C (พอใช้)
4864,2024-09-15,2567,9,ฤดูฝน,BNH02,ลำห้วย (Tributary),เชียงเครือ,7.33,30.8,324.0,6.15,3.85,23.8,0.422,2.047,1.087,2981,652,72.6,B (ดี)
4865,2024-12-15,2567,12,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,6.88,25.7,335.0,6.53,0.94,10.0,0.222,2.164,0.288,8308,1794,79.1,B (ดี)
4866,2025-04-24,2568,4,ฤดูแล้ง,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.04,26.9,336.0,5.02,4.63,25.7,0.836,2.194,1.252,45609,9582,63.9,B (ดี)
4867,2025-03-29,2568,3,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.08,27.1,252.0,7.3,2.5,18.2,0.304,0.682,0.383,1858,394,86.5,A (ดีมาก)
4868,2024-10-15,2567,10,ฤดูฝน,NHK03,หนองหาร (Lake),ฮางโฮง,7.23,30.6,244.0,7.85,0.3,4.0,0.037,0.812,0.375,11299,5892,90.1,A (ดีมาก)
4869,2024-04-20,2567,4,ฤดูแล้ง,NHK06,หนองหาร (Lake),บ้านแป้น,6.44,29.9,230.0,7.06,2.86,6.1,0.32,1.717,0.179,726,429,82.9,A (ดีมาก)
4870,2024-12-13,2567,12,ฤดูแล้ง,NHK10,หนองหาร (Lake),งิ้วด่อน,7.41,26.0,204.0,7.18,1.59,13.9,0.243,1.235,0.743,3327,713,82.7,A (ดีมาก)
4871,2024-10-05,2567,10,ฤดูฝน,BNH07,ลำห้วย (Tributary),งิ้วด่อน,7.3,26.6,316.0,6.09,3.47,19.5,0.481,2.1,1.055,18989,10771,72.1,B (ดี)
4872,2025-12-12,2568,12,ฤดูแล้ง,BNH01,ลำห้วย (Tributary),ธาตุนาเวง,6.45,23.8,374.0,3.61,7.24,35.5,1.64,3.738,3.202,23584,8414,38.2,D (เสื่อมโทรม)
4873,2024-06-06,2567,6,ฤดูฝน,BNH06,ลำห้วย (Tributary),เหล่าปอแดง,7.31,31.0,347.0,5.67,2.96,7.4,0.639,2.159,1.266,5733,3188,68.0,B (ดี)
4874,2024-03-10,2567,3,ฤดูแล้ง,NHK03,หนองหาร (Lake),ฮางโฮง,7.82,27.2,252.0,7.93,1.45,13.8,0.385,0.661,0.209,1537,869,89.8,A (ดีมาก)
4875,2025-01-29,2568,1,ฤดูแล้ง,BNH05,ลำห้วย (Tributary),ม่วงลาย,7.25,25.4,311.0,5.81,4.18,9.6,0.672,2.931,1.37,40529,9523,65.3,B (ดี)
4876,2024-08-03,2567,8,ฤดูฝน,BNH04,ลำห้วย (Tributary),นาแก้ว,7.92,30.6,365.0,2.56,6.72,32.1,1.586,3.342,2.167,106141,42669,40.3,C (พอใช้)
4877,2024-11-19,2567,11,ฤดูแล้ง,BNH08,ลำห้วย (Tributary),เมืองสกลนคร,6.64,24.6,386.0,2.71,7.53,30.8,1.509,3.36,2.219,39849,16077,41.1,C (พอใช้)
